ORDEN,Nombre de la empresa extranjera,Empresa,Nombre limpio viejo,Nombre del agente/representante cubano, , .1,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI,Objetos
1269.0,"CARIBE-MAR COMMERCIAL GROUP, S.A.","CARIBE-MAR COMMERCIAL GROUP, S.A.","CARIBE-MAR COMMERCIAL GROUP, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2016-07-14 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2016-738-O37,183 de 2016,2016-08-25 00:00:00,GOC-2016-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o37.pdf,https://drive.google.com/file/d/1b-FNW4NYC39Udt4rJD0k0V0x-KB2vX4d/view?usp=sharing,"['11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96', '11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96']"
1880.0,"CARIBEMAR COMMERCIAL GROUP, S.A.","CARIBE-MAR COMMERCIAL GROUP, S.A.","CARIBEMAR COMMERCIAL GROUP, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-07-03 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,214 de 2013,2013-07-22 00:00:00,GOC-2013-O-37,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_037_2013.pdf,https://drive.google.com/file/d/13MqA0_aQMP_QA9bz_xM64n0zXFz0HCpu/view?usp=sharing,"['11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96', '11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96']"
2618.0,"CARIBEMAR COMMERCIAL GROUP, S.A.","CARIBE-MAR COMMERCIAL GROUP, S.A.","CARIBEMAR COMMERCIAL GROUP, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-10-04 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,404 de 2010,2010-10-25 00:00:00,GOC-2010-O-46,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_046_2010.pdf,https://drive.google.com/file/d/1ynfwwi8tz_AM5Nw71tmrneVcpA10Ipjm/view?usp=sharing,"['11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96', '11', '15', '16', '17', '18', '19', '20', '21', '22', '32', '33', '34', '35', '38', '39', '40', '41', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '57', '58', '59', '61', '62', '63', '64', '65', '68', '69', '70', '71', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96']"
503.0,"ZHEJIANG KANGLE GROUP IMPORT EXPORT CO, LTD","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO, LTD",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-797-O68,228 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,"['35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96', '35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96']"
1302.0,"ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2016-09-20 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-868-045,248/2016,2016-10-31 00:00:00,GOC-2016-O-45,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o45.pdf,https://drive.google.com/file/d/15x_nKSqLNY3_w_VJnL66oKcF8EBPp8xx/view?usp=sharing,"['35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96', '35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96']"
1919.0,"ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.","ZHEJIANG KANGLE GROUP IMPORT EXPORT CO., LTD.",,,,Compañía,Respuesta a solicitud de inscripción,,China,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2013-09-13 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,303 de 2013,2013-10-11 00:00:00,GOC-2013-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_050_2013.pdf,https://drive.google.com/file/d/1UXTKVt2UQKiG4HXm8-5zoFjqFV1hISQW/view?usp=sharing,"['35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96', '35', '37', '39', '40', '42', '44', '48', '49', '52', '60', '61', '62', '63', '65', '66', '67', '73', '82', '83', '84', '85', '90', '91', '94', '95', '96']"
504.0,"INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION N.V. (ISED, INC)",INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION N.V. (ISED INC.),"INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION N.V. (ISED, INC)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Curazao,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-798-O68,229 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,
1723.0,"INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION, N.V. (ISED, INC.)",INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION N.V. (ISED INC.),"INTERNATIONAL SCIENTIFIC ENTERPRISE & DISTRIBUTION, N.V. (ISED, INC.)",,,,Compañía,Respuesta a solicitud de inscripción,,Curazao,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo Único, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2014-08-12 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,226 de 2014,2014-09-26 00:00:00,GOC-2014-O-44,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_44_2014.pdf,https://drive.google.com/file/d/1sQIzg5oCC0DizgFuIJOINqMPh955UOjs/view?usp=sharing,
505.0,"CORECASA MPYD, S.A.","CORECASA MPYD, S.A.","CORECASA MPYD, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-799-O68,230 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,"['2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96']"
1282.0,"CORECASA MPYD, S.A.","CORECASA MPYD, S.A.","CORECASA MPYD, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2016-08-04 00:00:00,Antonio Luis Carricarte Corona,Ministros a.i. MINCEX,GOC-2016-782-O39,212 de 2016,2016-09-12 00:00:00,GOC-2016-O-39,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o39.pdf,https://drive.google.com/file/d/1BceJO8o4odD02eWZkpCF5l6Pydws7DvQ/view?usp=sharing,"['2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96']"
1905.0,"CORECASA MPYD, S.A.","CORECASA MPYD, S.A.","CORECASA MPYD, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2013-09-03 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,276 de 2013,2013-09-13 00:00:00,GOC-2013-O-47,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_047_2013.pdf,https://drive.google.com/file/d/1UWKE9I2GmZENVh5I_MnkEFahyz8UOYtw/view?usp=sharing,"['2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96']"
2215.0,"CORECASA MPYD, S.A.","CORECASA MPYD, S.A.","CORECASA MPYD, S.A.",,,,Oficina de representación de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Comercialización en general a hostelería, industrias y otros, de textiles, confecciones, calzado y talabartería, alimentación y bebidas, polímeros, elementos de construcción y perfiles reforzados de fibra de vidrio, piezas y partes de carros.",No,Inscripción,Aprobado,N.A.,2022-04-27 00:00:00,Ana Teresita González Fraga,Ministra a.i.,GOC-2022-565-O49,175/2022,2022-05-10 00:00:00,GOC-2022-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o49_0.pdf,https://drive.google.com/file/d/1W4ppdZ7hvq7iLOo5X1Qt38UWugpEz0i-/view?usp=sharing,"['2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '2', '4', '11', '15', '16', '20', '21', '22', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96', '33', '34', '39', '42', '48', '52', '54', '55', '56', '58', '59', '61', '62', '63', '64', '65', '66', '68', '69', '70', '73', '83', '92', '93', '94', '95', '96']"
506.0,"CRRC GROUP CO, LTD","CRRC GROUP CO., LTD.","CRRC GROUP CO, LTD",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-800-O68,231 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,
507.0,"CRRC GROUP CO, LTD","CRRC GROUP CO., LTD.","CRRC GROUP CO, LTD",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Cambio de denominación social,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-800-O68,231 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,
508.0,COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-801-O68,232 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,
1277.0,COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),,,,Compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,2016-08-04 00:00:00,Antonio Luis Carricarte Corona,Ministros a.i. MINCEX,GOC-2016-777-O39,206 de 2016,2016-09-12 00:00:00,GOC-2016-O-39,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o39.pdf,https://drive.google.com/file/d/1BceJO8o4odD02eWZkpCF5l6Pydws7DvQ/view?usp=sharing,
1892.0,COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),,,,Compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,2013-08-02 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,254 de 2013,2013-08-27 00:00:00,GOC-2013-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_042_2013.pdf,https://drive.google.com/file/d/1iH84T604rtGegy_PH1lQWTj_lEm-Dmn3/view?usp=sharing,
509.0,"RENOLIT TECNO IMAC, S.R.L.","RENOLIT TECNO IMAC, S.R.L.","RENOLIT TECNO IMAC, S.R.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-802-O68,233 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,"['25', '29', '30', '32', '34', '35', '39', '40', '44', '48', '54', '57', '63', '68', '69', '72', '73', '74', '76', '82', '84', '85', '94', '96']"
510.0,"FAI-BERTI, S.L.","FAI-BERTI, S.L.","FAI-BERTI, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-21 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-803-O68,234 de 2019,2019-09-12 00:00:00,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing,"['2', '4', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87', '2', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87']"
1317.0,"FAI-BERTI, S.L.","FAI-BERTI, S.L.","FAI-BERTI, S.L.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2016-09-29 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-966-O48,269/2016,2016-11-28 00:00:00,GOC-2016-O-48,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o48.pdf,https://drive.google.com/file/d/10XJcP5wAHABY8RN9pvjpmive7sSNJSet/view?usp=sharing,"['2', '4', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87', '2', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87']"
1890.0,FAI-BERTI S.L.,"FAI-BERTI, S.L.",FAI-BERTI S.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2013-07-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,253 de 2013,2013-08-09 00:00:00,GOC-2013-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_041_2013.pdf,https://drive.google.com/file/d/1OedaEarDTSVRRpNVCDrE3SrxPKIC1iBf/view?usp=sharing,"['2', '4', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87', '2', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87']"
2598.0,FAI-BERTI S.L.,"FAI-BERTI, S.L.",FAI-BERTI S.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2010-08-16 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,359 de 2010,2010-09-10 00:00:00,GOC-2010-O-38,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_038_2010.pdf,https://drive.google.com/file/d/11WAaNImaQW5NQozzlBpLoOzXnDxT0D1y/view?usp=sharing,"['2', '4', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87', '2', '5', '7', '9', '11', '12', '14', '15', '16', '17', '18', '19', '20', '21', '23', '25', '28', '29', '31', '32', '35', '39', '47', '49', '55', '56', '69', '70', '72', '73', '84', '85', '87']"
511.0,"FERRING, S.A. DE C.V.","FERRING, S.A. DE C.V.","FERRING, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-29 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-833-O70,238 de 2019,2019-09-16 00:00:00,GOC-2019-O-70,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o70.pdf,https://drive.google.com/file/d/1JtmEv7Oqh5QBBUO7rKfQcg-8bZ5OzzV5/view?usp=sharing,"['30', '30']"
1713.0,"FERRING, S.A. DE C.V.","FERRING, S.A. DE C.V.","FERRING, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2014-07-29 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,212 de 2014,2014-09-11 00:00:00,GOC-2014-O-40,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_40_2014.pdf,https://drive.google.com/file/d/1q08ogZwVIxkdcDJt8FzYsRB4BPSVnE8h/view?usp=sharing,"['30', '30']"
512.0,"IBERCUB SUMINISTROS INDUSTRIALES Y HOTELEROS, S.A.","IBERCUB SUMINISTROS INDUSTRIALES Y HOTELEROS, S.A.","IBERCUB SUMINISTROS INDUSTRIALES Y HOTELEROS, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2019-08-29 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-834-O70,239 de 2019,2019-09-16 00:00:00,GOC-2019-O-70,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o70.pdf,https://drive.google.com/file/d/1JtmEv7Oqh5QBBUO7rKfQcg-8bZ5OzzV5/view?usp=sharing,"['27', '29', '32', '35', '37', '38', '39', '40', '42', '44', '48', '59', '62', '63', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '29', '32', '35', '37', '38', '39', '40', '42', '44', '48', '59', '62', '63', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '96', '91', '96', '90', '94', '96', '27', '29', '32', '35', '37', '38', '39', '40', '42', '44', '48', '59', '62', '63', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
