ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
2280,"GRUPO INTERNACIONAL CARBACAN S.A., (GIC. S.A.)","GRUPO INTERNACIONAL CARBACAN, S.A. (GICSA)","GRUPO INTERNACIONAL CARBACAN S.A., (GIC. S.A.)",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,29/3/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,133 de 2011,29/4/2011,GOC-2011-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2011.pdf,https://drive.google.com/file/d/1_oPFkPhzjcyYnUuMrGHkRQsdBs5vDCqt/view?usp=sharing
544,"GRUPO KAPAN INTERNACIONAL, S.A.","GRUPO KAPAN INTERNACIONAL, S.A.","GRUPO KAPAN INTERNACIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución. ",Sí,Renovación,Aprobado,N.A.,15/10/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1008-O87,272 de 2019,11/11/2019,GOC-2019-O-87,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o87.pdf,https://drive.google.com/file/d/1QEEq_9Hv1KvOSEOgwR8Z5XfumQa_JMQE/view?usp=sharing
1328,"GRUPO KAPAN INTERNACIONAL, S.A.","GRUPO KAPAN INTERNACIONAL, S.A.","GRUPO KAPAN INTERNACIONAL, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,7/10/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-1012-O50,283 de 2016,22/12/2016,GOC-2016-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o50.pdf,https://drive.google.com/file/d/1bw98w8Fj8flvjlOWRIpNfEKRriznVli4/view?usp=sharing
1912,GRUPO KAPAN INTERNACIONAL S.A.,"GRUPO KAPAN INTERNACIONAL, S.A.",GRUPO KAPAN INTERNACIONAL S.A.,,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,9/9/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,295 de 2013,17/9/2013,GOC-2013-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2013.pdf,https://drive.google.com/file/d/114Eaw1tU3uYZdXjggJ357uRab7LePg3L/view?usp=sharing
2632,GRUPO KAPAN INTERNACIONAL S.A.,"GRUPO KAPAN INTERNACIONAL, S.A.",GRUPO KAPAN INTERNACIONAL S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,28/10/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,458 de 2010,25/11/2010,GOC-2010-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_050_2010.pdf,https://drive.google.com/file/d/1BUOO_g6SAlzLfyReTOjfBYbTyNyceIa6/view?usp=sharing
587,"GRUPO PLASVISA EXPORT, SL","GRUPO PLASVISA EXPORT, S.L.","GRUPO PLASVISA EXPORT, SL",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2/12/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1124-O101,345 de 2019,23/12/2019,GOC-2019-O-101,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o101.pdf,https://drive.google.com/file/d/1Atcyu_POrUxIIfzhqt0euq_XVHqpYlH4/view?usp=sharing
585,"GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/12/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1122-O101,343 de 2019,23/12/2019,GOC-2019-O-101,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o101.pdf,https://drive.google.com/file/d/1Atcyu_POrUxIIfzhqt0euq_XVHqpYlH4/view?usp=sharing
1338,"GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,28/10/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-1043-O52,299/2016,26/12/2016,GOC-2016-O-52,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o52.pdf,https://drive.google.com/file/d/1DlktGBKTdhoD9c32SjRON051bATlRiQW/view?usp=sharing
1942,"GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,4/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,348 de 2013,4/11/2013,GOC-2013-O-55,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_055_2013.pdf,https://drive.google.com/file/d/12SraqcfXVxnq4xx-5Fi-QfD6iVI0R8Jz/view?usp=sharing
2594,"GRUPO SANTA MONICA, S.A.","GRUPO SANTA MÓNICA INTERNACIONAL, S.A.","GRUPO SANTA MONICA, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,6/8/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,351 de 2010,30/8/2010,GOC-2010-O-35,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_035_2010.pdf,https://drive.google.com/file/d/1kMyTStqq7YLwLlsArMY-djSpq_seh1g6/view?usp=sharing
479,"GRUPO TCI, S.A.","GRUPO TCI, S.A.","GRUPO TCI, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,23/7/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-729-O59,191 de 2019,8/8/2019,GOC-2019-O-59,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o59.pdf,https://drive.google.com/file/d/1WkILjpK39Qu_8U5cQRSxatBF7nHcytfR/view?usp=sharing
1243,"GRUPO TCI, S.A.","GRUPO TCI, S.A.","GRUPO TCI, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,6/6/2016,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2016-594-O29,148/2016,18/6/2016,GOC-2016-O-29,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o29.pdf,https://drive.google.com/file/d/1tTCJho2h5HX33sFmjenWzVKARLj9Y1G_/view?usp=sharing
1840,"GRUPO TCI, S.A.","GRUPO TCI, S.A.","GRUPO TCI, S.A.",,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,9/5/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,146 de 2013,29/5/2013,GOC-2013-O-26,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_026_2013.pdf,https://drive.google.com/file/d/132tL6QUl0v_GFjQ0cwgHNA-Gd-bWW8aS/view?usp=sharing
2591,GRUPO TCI S.A.,"GRUPO TCI, S.A.",GRUPO TCI S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,2/8/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,344 de 2010,30/8/2010,GOC-2010-O-35,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_035_2010.pdf,https://drive.google.com/file/d/1kMyTStqq7YLwLlsArMY-djSpq_seh1g6/view?usp=sharing
1411,"GRUPO TEXTIL CASABELLA, S.A. DE C.V.","GRUPO TEXTIL CASABELLA, S.A. DE C.V.","GRUPO TEXTIL CASABELLA, S.A. DE C.V.",,,,Compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,18/2/2015,Antonio Luis Carricarte Corona,Ministro a.i.,N.A.,42 de 2015,16/3/2015,GOC-2015-O-11,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_11_2015.pdf,https://drive.google.com/file/d/1BEHzPWKHU8tM5Lh4wUKOTESP8Yt6IUWH/view?usp=sharing
2006,"GRUPO TEXTIL CASABELLA, S.A. DE C.V.","GRUPO TEXTIL CASABELLA, S.A. DE C.V.","GRUPO TEXTIL CASABELLA, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,11/1/2012,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,8 de 2012,10/2/2012,GOC-2012-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_003_2012.pdf,https://drive.google.com/file/d/1fL27K9nwUU3QMuaHmQJ6AQ0TBXmAIJEA/view?usp=sharing
313,"GRUPO UGAO, S.A.","GRUPO UGAO, S.A.","GRUPO UGAO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,7/10/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-644-O72,343 de 2020,21/10/2020,GOC-2020-O-72,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o72.pdf,https://drive.google.com/file/d/11ClabxuOhPlmyzcywSM2cmvWYTQXvETU/view?usp=sharing
666,"GRUPO UGAO, S.A.","GRUPO UGAO, S.A.","GRUPO UGAO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,,,No,Renovación,Cancelación definitiva,"De conformidad con lo regulado en los artículos 22 y 28 del menciona- do Decreto No. 206, se ha concluido no acceder a la solicitud de renovación y en su lugar disponer la cancelación definitiva de la licencia otorgada a favor de la compañía paname- ña GRUPO UGAO, S.A., pues han variado las condiciones e intereses que justificaron la autorización de su inscripción, por lo que corresponde cancelar definitivamente la licencia otorgada a favor de esta.",27/10/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-178-O12,300/2017,13/4/2018,GOC-2018-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o12_0.rar,https://drive.google.com/file/d/1str43LYadeU5hgMg4cn94958G6qBmkn3/view?usp=sharing
733,"GRUPO UGAO, S.A.","GRUPO UGAO, S.A.","GRUPO UGAO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/2/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-484-O26,38/2018,13/7/2018,GOC-2018-O-26,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o26.pdf,https://drive.google.com/file/d/1SH5kSDhLhJ2XeuSEKSI1idcuWlTk0XsC/view?usp=sharing
1697,"GRUPO UGAO, S.A.","GRUPO UGAO, S.A.","GRUPO UGAO, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,3/7/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,188 de 2014,7/8/2014,GOC-2014-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_34_2014.pdf,https://drive.google.com/file/d/130-ucaBjospzARKl2ZqxbCiLq2_R4blr/view?usp=sharing
2331,"GRUPO UGAO, S.A.","GRUPO UGAO, S.A.","GRUPO UGAO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,21/6/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,261 de 2011,12/7/2011,GOC-2011-O-22,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_022_2011.pdf,https://drive.google.com/file/d/1JknNCyiZRdK9xf4VepcP3rvKbbmzR-4W/view?usp=sharing
256,"GUARCONSA, S.A.","GUARCONSA, S.A.","GUARCONSA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,23/3/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-275-O25,114 de 2020,2/4/2020,GOC-2020-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o25_0.pdf,https://drive.google.com/file/d/14JeSJYuJV2EG1qRkmrab65DEGZ5hBTQ6/view?usp=sharing
1054,"GUARCONSA, S.A.","GUARCONSA, S.A.","GUARCONSA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,13/4/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-502-O22,120 de 2017,20/7/2017,GOC-2017-O-22,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o22.pdf,https://drive.google.com/file/d/1Vrtt1vBzAaX6sxNgXz2ND3MpcN85hG3h/view?usp=sharing
1648,"GUARCONSA, S.A.","GUARCONSA, S.A.","GUARCONSA, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,8/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,114 DE 2014,7/5/2014,GOC-2014-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_18_2014.pdf,https://drive.google.com/file/d/1xrx5Wy-aHXVs3jX4P3FSW1__VZ_7GUxp/view?usp=sharing
2282,GUARCONSA S.A.,"GUARCONSA, S.A.",GUARCONSA S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,29/3/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,135 de 2011,29/4/2011,GOC-2011-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2011.pdf,https://drive.google.com/file/d/1_oPFkPhzjcyYnUuMrGHkRQsdBs5vDCqt/view?usp=sharing
107,GULF LAKE ENTERPRISES LTD.,GULF LAKE ENTERPRISES LTD.,GULF LAKE ENTERPRISES LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Realización de actividades de presentación de servicios y la administración de buques, tanto en el aspecto técnico como en el comercial.",No,Renovación,Aprobado,N.A.,11/5/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-510-O56,126/2021,19/5/2021,GOC-2021-O-56,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o56.pdf,https://drive.google.com/file/d/1vPKF77_GFxgJZkFcxyTOuwgqklwLGHfZ/view?usp=sharing
785,"GULF LAKE ENTERPRISES, LTD.",GULF LAKE ENTERPRISES LTD.,"GULF LAKE ENTERPRISES, LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,Realización de actividades de prestación de servicios y la administración de buques tanto en el aspecto técnico como en el comercial.,No,Renovación,Aprobado,N.A.,20/4/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-705-O34,132/2018,21/11/2018,GOC-2018-O-34,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o34.pdf,https://drive.google.com/file/d/104QV3l9OBizgw8IW_G9gZfhbQQF5XqvL/view?usp=sharing
1451,"GULF LAKE ENTERPRISES, LTD.",GULF LAKE ENTERPRISES LTD.,"GULF LAKE ENTERPRISES, LTD.",,,,Sociedad,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,Realización de actividades de prestación de servicios y la administración de buques tanto en el aspecto técnico como en el comercial.,No,Renovación,Aprobado,N.A.,22/4/2015,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,119/2015,26/5/2015,GOC-2015-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_24_2015.pdf,https://drive.google.com/file/d/12ubC-AEzAIrhmgCkZf_rtuUgnmWyEvxI/view?usp=sharing
2060,"GULF LAKE ENTERPRISES, LTD.",GULF LAKE ENTERPRISES LTD.,"GULF LAKE ENTERPRISES, LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,Realización de actividades de prestación de servicios y la administración de buques tanto en el aspecto técnico como en el comercial.,No,Renovación,Aprobado,N.A.,4/4/2012,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,103 de 2012,2/5/2012,GOC-2012-O-12,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_012_2012.pdf,https://drive.google.com/file/d/1nJ8cXpDhz9_HM-cjbJHZBLLepEhRbjZH/view?usp=sharing
225,"HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,14/2/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-183-O18,54 de 2020,9/3/2020,GOC-2020-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o18_0_0.pdf,https://drive.google.com/file/d/1WxVvFQWKzpUCBHi1oYapRnfWfw6zloXQ/view?usp=sharing
1021,"HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de las actividades comer- ciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/3/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-367-O16,74 de 2017,16/5/2017,GOC-2017-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o16.pdf,https://drive.google.com/file/d/18OVE62Ql1i51wfpMBkrcJ8C9S51j2EzK/view?usp=sharing
1599,"HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.","HA INGENIEROS, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,13/2/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,40 de 2014,3/3/2014,GOC-2014-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2014.pdf,https://drive.google.com/file/d/1QsKW5Z7TXTYzw-6FA-uCyrf9b4yRV4CS/view?usp=sharing
707,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución. Asimismo, se le autoriza atender los negocios de las compañías HAIER ELECTRICAL APLIANCES CORP. LTD y QINGDAO HAINERGY NEW ENERGY CORP. LTD.",Sí,Renovación,Aprobado,N.A.,12/12/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-335-O20,689/2017,25/5/2018,GOC-2018-O-20,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o20.pdf,https://drive.google.com/file/d/19HjOkGxeLhWrsm5Abnztz77Ldt7IF4j1/view?usp=sharing
2158,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,HAIER GLOBAL COMERCIO CORPORACIÓN LIMITADA,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2/10/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,293 de 2012,29/10/2012,GOC-2012-O-48,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_048_2012.pdf,https://drive.google.com/file/d/13h_qDS5N5JeAfrZgtH7_XSGokzBFWwHL/view?usp=sharing
971,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS- GESELLSCHAFT KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS-GESELLSCHAFT KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS- GESELLSCHAFT KG,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de las actividades que a continuación se relacionan:
1. Actuar como entidad armadora de los buques propios o que opere la línea HAMBURG
SUDAMERIKANISCHE DAMPFSCHIFFAHRTS-GESELLSCHAFT KG, para lo cual podrá, según aplique, administrarlos y/o explotarlos con las funciones principales de armarlos, dotarlos, equiparlos, avituallarlos, aprovisionarlos y mantenerlos en estado de navegabilidad.
2. Suscribir directamente o a través de sus agentes, los contratos para recibir los servicios portuarios.
3. Realizar todos los actos y trámites necesarios para la contratación de los servicios que se deriven de las funciones arriba señaladas, incluyendo la comercialización de los servicios de la mencionada línea, siempre a través de agentes u operadores cubanos o de sociedades mercantiles con participación cubana, que cuenten con la debida autorización para contratar dichos servicios a buques que hagan escala en puertos cubanos, conduciendo mercancías del comercio exterior cubano y/o de trasbordo para otros países, o por otras razones.",No,Renovación,Aprobado,N.A.,21/12/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-196-O10,379/2016,3/3/2017,GOC-2017-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o10.pdf,https://drive.google.com/file/d/17a92vc3OaSTFvtLR7rKBoHCJYBqCinul/view?usp=sharing
1993,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS-GESELLSCHAFT KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS-GESELLSCHAFT KG,HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS-GESELLSCHAFT KG,,,,Compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de las actividades que a continuación se relacionan:
1. Actuar como entidad armadora de los buques propios o que opere la línea HAMBURG SUDAMERIKANISCHE DAMPFSCHIFFAHRTS- GESELLSCHAFT KG, para lo cual podrá, según aplique, administrarlos y/o explotarlos con las funciones principales de armarlos, dotarlos, equiparlos, avituallarlos, aprovisionarlos y mantenerlos en estado de navegabilidad.
2. Suscribir directamente o a través de sus agentes, los contratos para recibir los servicios portuarios.
3. Realizar todos los actos y trámites necesarios para la contratación de los servicios que se deriven de las funciones arriba señaladas, incluyendo la comercialización de los servicios de la mencionada línea, siempre a través de agentes u operadores cubanos o de sociedades mercantiles con participación cubana, que cuenten con la debida autorización para contratar dichos servicios a buques que hagan escala en puertos cubanos, conduciendo mercancías del comercio exterior cubano y/o de trasbordo para otros países, o por otras razones.",No,Renovación,Aprobado,N.A.,12/12/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,630 de 2013,30/12/2013,GOC-2013-O-67,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_067_2013.pdf,https://drive.google.com/file/d/1F5V5s6sWjMjA_LCUHIcove_8Ci3EsLy_/view?usp=sharing
